 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Fluorine in  H- C- O.txt

 Ion = Fluorine [9] , Mass = 18,998 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800,00 MeV   1,087E+00  4,678E-04    2,94 mm   126,74 um    16,70 um  
 900,00 MeV   9,885E-01  4,203E-04    3,64 mm   160,13 um    20,46 um  
   1,00 GeV   9,084E-01  3,819E-04    4,39 mm   192,62 um    24,56 um  
   1,10 GeV   8,419E-01  3,501E-04    5,21 mm   224,86 um    28,98 um  
   1,20 GeV   7,858E-01  3,234E-04    6,09 mm   257,15 um    33,71 um  
   1,30 GeV   7,378E-01  3,006E-04    7,03 mm   289,63 um    38,75 um  
   1,40 GeV   6,962E-01  2,809E-04    8,03 mm   322,39 um    44,07 um  
   1,50 GeV   6,599E-01  2,638E-04    9,08 mm   355,47 um    49,68 um  
   1,60 GeV   6,278E-01  2,486E-04   10,20 mm   388,88 um    55,57 um  
   1,70 GeV   5,993E-01  2,352E-04   11,36 mm   422,64 um    61,73 um  
   1,80 GeV   5,738E-01  2,232E-04   12,58 mm   456,72 um    68,14 um  
   2,00 GeV   5,301E-01  2,027E-04   15,18 mm   586,40 um    81,74 um  
   2,25 GeV   4,858E-01  1,820E-04   18,71 mm   770,36 um   100,07 um  
   2,50 GeV   4,500E-01  1,652E-04   22,53 mm   942,04 um   119,82 um  
   2,75 GeV   4,205E-01  1,514E-04   26,65 mm     1,11 mm   140,88 um  
   3,00 GeV   3,956E-01  1,397E-04   31,04 mm     1,27 mm   163,17 um  
   3,25 GeV   3,745E-01  1,298E-04   35,68 mm     1,43 mm   186,62 um  
   3,50 GeV   3,563E-01  1,213E-04   40,58 mm     1,59 mm   211,16 um  
   3,75 GeV   3,404E-01  1,138E-04   45,72 mm     1,75 mm   236,71 um  
   4,00 GeV   3,265E-01  1,072E-04   51,09 mm     1,91 mm   263,23 um  
   4,50 GeV   3,031E-01  9,621E-05   62,47 mm     2,50 mm   318,93 um  
   5,00 GeV   2,843E-01  8,730E-05   74,66 mm     3,04 mm   377,83 um  
   5,50 GeV   2,689E-01  7,995E-05   87,61 mm     3,55 mm   439,56 um  
   6,00 GeV   2,561E-01  7,378E-05  101,24 mm     4,04 mm   503,79 um  
   6,50 GeV   2,452E-01  6,853E-05  115,53 mm     4,52 mm   570,23 um  
   7,00 GeV   2,359E-01  6,399E-05  130,41 mm     4,98 mm   638,63 um  
   8,00 GeV   2,209E-01  5,656E-05  161,77 mm     6,68 mm   780,44 um  
