 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Chlorine in  H- C- O.txt

 Ion = Chlorine [17] , Mass = 34,969 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 275,00 MeV   1,237E+01  7,137E-03  116,07 um     4,06 um     8098 A   
 300,00 MeV   1,177E+01  6,607E-03  130,90 um     4,58 um     8741 A   
 325,00 MeV   1,122E+01  6,154E-03  146,47 um     5,08 um     9415 A   
 350,00 MeV   1,073E+01  5,762E-03  162,77 um     5,58 um     1,01 um  
 375,00 MeV   1,028E+01  5,419E-03  179,80 um     6,08 um     1,09 um  
 400,00 MeV   9,871E+00  5,117E-03  197,56 um     6,58 um     1,16 um  
 450,00 MeV   9,141E+00  4,607E-03  235,23 um     8,47 um     1,32 um  
 500,00 MeV   8,516E+00  4,193E-03  275,80 um    10,24 um     1,50 um  
 550,00 MeV   7,974E+00  3,851E-03  319,23 um    11,95 um     1,68 um  
 600,00 MeV   7,500E+00  3,562E-03  365,50 um    13,63 um     1,88 um  
 650,00 MeV   7,084E+00  3,316E-03  414,60 um    15,30 um     2,08 um  
 700,00 MeV   6,714E+00  3,103E-03  466,49 um    16,98 um     2,30 um  
 800,00 MeV   6,091E+00  2,752E-03  578,43 um    23,23 um     2,77 um  
 900,00 MeV   5,589E+00  2,476E-03  701,12 um    29,01 um     3,28 um  
   1,00 GeV   5,177E+00  2,252E-03  834,21 um    34,59 um     3,82 um  
